Variable,Description,RXCUI,ATC,VA,VA_Drug
RXNORM:1086769,vilazodone,1086769,Other antidepressants,"ANTIDEPRESSANTS,OTHER",{7 (vilazodone hydrochloride 10 MG Oral Tablet) / 23 (vilazodone hydrochloride 20 MG Oral Tablet) } Pack
RXNORM:10869,tropicamide,10869,Anticholinergics,"MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC",tropicamide 10 MG/ML Ophthalmic Solution
RXNORM:10878,trypan blue,10878,,,
RXNORM:10898,l-tryptophan,10898,Other antidepressants,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES|AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES|IV SOLUTIONS WITHOUT ELECTROLYTES|AMINO ACIDS/PROTEINS,ORAL","alanine 4.48 MG/ML / arginine 3.43 MG/ML / glycine 4.48 MG/ML / histidine 1.05 MG/ML / isoleucine 2.52 MG/ML / leucine 3.29 MG/ML / lysine 2.52 MG/ML / magnesium acetate 0.003 MEQ/ML / methionine 1.4 MG/ML / phenylalanine 1.54 MG/ML / phosphoric acid 0.4 MG/ML / potassium acetate 0.01 MEQ/ML / proline 3 MG/ML / serine 1.47 MG/ML / sodium chloride 0.04 MEQ/ML / threonine 1.82 MG/ML / tryptophan 0.56 MG/ML / tyrosine 0.31 MG/ML / valine 2.8 MG/ML Injectable Solution [Aminosyn 3.5 % M, Sulfite Free]"
RXNORM:1091,arginine,1091,,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES|AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES|IV SOLUTIONS WITHOUT ELECTROLYTES|AMINO ACIDS/PROTEINS,ORAL","alanine 4.48 MG/ML / arginine 3.43 MG/ML / glycine 4.48 MG/ML / histidine 1.05 MG/ML / isoleucine 2.52 MG/ML / leucine 3.29 MG/ML / lysine 2.52 MG/ML / magnesium acetate 0.003 MEQ/ML / methionine 1.4 MG/ML / phenylalanine 1.54 MG/ML / phosphoric acid 0.4 MG/ML / potassium acetate 0.01 MEQ/ML / proline 3 MG/ML / serine 1.47 MG/ML / sodium chloride 0.04 MEQ/ML / threonine 1.82 MG/ML / tryptophan 0.56 MG/ML / tyrosine 0.31 MG/ML / valine 2.8 MG/ML Injectable Solution [Aminosyn 3.5 % M, Sulfite Free]"
RXNORM:1091643,azilsartan,1091643,,ANTIHYPERTENSIVE COMBINATIONS|ANGIOTENSIN II INHIBITOR,azilsartan medoxomil 40 MG / chlorthalidone 25 MG Oral Tablet [Edarbyclor]
RXNORM:10917,tubocurarine,10917,Curare alkaloids,,
RXNORM:1091836,roflumilast,1091836,Other systemic drugs for obstructive airway diseases,"RESPIRATORY AGENTS,OTHER",roflumilast 0.25 MG Oral Tablet [Daliresp]
RXNORM:1092437,belimumab,1092437,Selective immunosuppressants,"IMMUNOLOGICAL AGENTS,OTHER",1 ML belimumab 200 MG/ML Prefilled Syringe [Benlysta]
RXNORM:1094833,ipilimumab,1094833,Monoclonal antibodies,"IMMUNOLOGICAL AGENTS,OTHER",10 ML ipilimumab 5 MG/ML Injection [Yervoy]
RXNORM:10953,typhoid vaccine,10953,,,
RXNORM:10962,tyrosine,10962,,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES|AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES|IV SOLUTIONS WITHOUT ELECTROLYTES|AMINO ACIDS/PROTEINS,ORAL","alanine 4.48 MG/ML / arginine 3.43 MG/ML / glycine 4.48 MG/ML / histidine 1.05 MG/ML / isoleucine 2.52 MG/ML / leucine 3.29 MG/ML / lysine 2.52 MG/ML / magnesium acetate 0.003 MEQ/ML / methionine 1.4 MG/ML / phenylalanine 1.54 MG/ML / phosphoric acid 0.4 MG/ML / potassium acetate 0.01 MEQ/ML / proline 3 MG/ML / serine 1.47 MG/ML / sodium chloride 0.04 MEQ/ML / threonine 1.82 MG/ML / tryptophan 0.56 MG/ML / tyrosine 0.31 MG/ML / valine 2.8 MG/ML Injectable Solution [Aminosyn 3.5 % M, Sulfite Free]"
RXNORM:1098413,vandetanib,1098413,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",vandetanib 300 MG Oral Tablet [Caprelsa]
RXNORM:10989,undecylenic acid,10989,Other antifungals for topical use,"ANTI-INFECTIVE,TOPICAL,OTHER|ANTIFUNGAL,TOPICAL",undecylenic acid 250 MG/ML Topical Solution [Fungi-Nail]
RXNORM:110,oxyquinoline,110,Antiinfectives and antiseptics for local oral treatment|Antiseptics|Quinoline derivatives,"MISCELLANEOUS AGENTS|GENITO-URINARY AGENTS,OTHER|ANTI-INFECTIVES,VAGINAL",oxyquinoline sulfate 0.00025 MG/MG / sodium dodecyl sulfate 0.0001 MG/MG Vaginal Gel [Trimo San]
RXNORM:1100065,famotidine/ibuprofen,1100065,,"NONSALICYLATE NSAIs,ANTIRHEUMATIC",famotidine 26.6 MG / ibuprofen 800 MG Oral Tablet [Duexis]
RXNORM:1100072,abiraterone,1100072,Other hormone antagonists and related agents,ANTINEOPLASTIC HORMONES,abiraterone acetate 125 MG Oral Tablet [Yonsa]
RXNORM:11002,urea,11002,Solutions producing osmotic diuresis|Carbamide products,"KERATOLYTICS/CAUSTICS,TOPICAL|DERMATOLOGICALS,TOPICAL OTHER|EMOLLIENTS",urea 450 MG/ML Topical Solution
RXNORM:1100699,linagliptin,1100699,Dipeptidyl peptidase 4 (DPP-4) inhibitors,"ORAL HYPOGLYCEMIC AGENTS,ORAL",24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
RXNORM:1101333,gabapentin enacarbil,1101333,,"CNS MEDICATIONS,OTHER",gabapentin enacarbil 300 MG Extended Release Oral Tablet [Horizant]
RXNORM:11017,uridine,11017,,,
RXNORM:1102270,rilpivirine,1102270,Non-nucleoside reverse transcriptase inhibitors,ANTIVIRALS,dolutegravir 50 MG / rilpivirine 25 MG Oral Tablet [Juluca]
RXNORM:11055,urokinase,11055,Enzymes,,
RXNORM:11065,ursodiol,11065,Bile acids and derivatives,"GASTRIC MEDICATIONS,OTHER",ursodiol 250 MG Oral Tablet [Urso]
RXNORM:1111,arsenic,1111,,,
RXNORM:1111103,fidaxomicin,1111103,Antibiotics,ERYTHROMYCINS/MACROLIDES,fidaxomicin 200 MG Oral Tablet [Dificid]
RXNORM:11118,divalproex,11118,Fatty acid derivatives,ANTICONVULSANTS,valproic acid 40 MG/ML Oral Solution
RXNORM:1112973,belatacept,1112973,Selective immunosuppressants,IMMUNE SUPPRESSANTS,belatacept 250 MG Injection [Nulojix]
RXNORM:1112990,ezogabine,1112990,Other antiepileptics,,
RXNORM:11131,varicella,11131,,,
RXNORM:1114195,rivaroxaban,1114195,Direct factor Xa inhibitors,ANTICOAGULANTS,rivaroxaban 2.5 MG Oral Tablet [Xarelto]
RXNORM:1114326,indacaterol,1114326,Selective beta-2-adrenoreceptor agonists,"ANTIASTHMA,OTHER|BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",glycopyrrolate 0.0156 MG / indacaterol 0.0275 MG Inhalation Powder [Utibron]
RXNORM:1114883,curcuma,1114883,,,
RXNORM:11149,vasopressin,11149,,POSTERIOR PITUITARY,vasopressin (USP) 20 UNT/ML Injectable Solution
RXNORM:1116632,ticagrelor,1116632,Platelet aggregation inhibitors excl. heparin,PLATELET AGGREGATION INHIBITORS,ticagrelor 60 MG Oral Tablet [Brilinta]
RXNORM:11170,verapamil,11170,Phenylalkylamine derivatives,ANTIHYPERTENSIVE COMBINATIONS|CALCIUM CHANNEL BLOCKERS,verapamil hydrochloride 240 MG Oral Tablet
RXNORM:11198,vinblastine,11198,Vinca alkaloids and analogues,"ANTINEOPLASTIC,OTHER",vinblastine sulfate 1 MG/ML Injectable Solution
RXNORM:11202,vincristine,11202,Vinca alkaloids and analogues,"ANTINEOPLASTIC,OTHER",2 ML vincristine sulfate 1 MG/ML Injection [Vincasar]
RXNORM:11246,vitamin a,11246,"Other nasal preparations|Other ophthalmologicals|Vitamin A, plain|Retinoids for topical use in acne",MULTIVITAMINS|MULTIVITAMINS WITH MINERALS|VITAMIN A|EMOLLIENTS,ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / vitamin A 0.45 MG/ML Oral Solution [Tri-Vi-Sol]
RXNORM:11248,cyanocobalamin,11248,Vitamin B12 (cyanocobalamin and analogues),"MULTIVITAMINS|MULTIVITAMINS WITH MINERALS|VITAMIN COMBINATIONS,OTHER|CYANOCOBALAMIN|VITAMIN B,OTHER",ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule
RXNORM:11256,vitamin e,11256,Other plain vitamin preparations,VITAMIN E|EMOLLIENTS,vitamin E 400 UNT/ML Oral Solution
RXNORM:11274,von willebrand factor,11274,Blood coagulation factors,ANTIHEMORRHAGICS|BLOOD DERIVATIVES,"factor VIII, human 1 UNT / von Willebrand factor, human 1 UNT Injection [Humate-P]"
RXNORM:11289,warfarin,11289,Vitamin K antagonists,ANTICOAGULANTS,warfarin sodium 0.5 MG Oral Tablet
RXNORM:11295,water,11295,,"PHARMACEUTICAL AIDS/REAGENTS|IRRIGATION SOLUTIONS|RESPIRATORY AGENTS,OTHER",water 1000 MG/ML Inhalation Solution
RXNORM:113588,erythromycin/sulfisoxazole,113588,,"ANTI-INFECTIVES,OTHER",erythromycin ethylsuccinate 40 MG/ML / sulfisoxazole 120 MG/ML Oral Suspension
RXNORM:11359,lutein,11359,,HERBS/ALTERNATIVE THERAPIES,lutein Pill
RXNORM:11377,xylitol,11377,,,
RXNORM:11378,xylose,11378,,,
RXNORM:113931,clavulanate/ticarcillin,113931,,EXTENDED SPECTRUM PENICILLINS,clavulanate 1 MG/ML / ticarcillin 30 MG/ML Injectable Solution
RXNORM:114052,pregnenolone,114052,,HERBS/ALTERNATIVE THERAPIES,pregnenolone Pill
RXNORM:11413,zidovudine,11413,Nucleoside and nucleotide reverse transcriptase inhibitors,ANTIVIRALS,zidovudine 60 MG Oral Tablet
RXNORM:11416,zinc,11416,,,
RXNORM:114203,feverfew,114203,,,
RXNORM:11423,zinc oxide,11423,,"SOAPS/SHAMPOOS/SOAP-FREE CLEANSERS|ANTIFUNGAL,TOPICAL|EMOLLIENTS|HEMORRHOIDAL PREPARATIONS WITHOUT STEROID|DERMATOLOGICALS,TOPICAL OTHER",dimethicone 200 MG/ML / zinc oxide 250 MG/ML Topical Spray
RXNORM:114289,indinavir,114289,Protease inhibitors,ANTIVIRALS,indinavir 400 MG Oral Capsule
RXNORM:1147220,vemurafenib,1147220,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",vemurafenib 240 MG Oral Tablet [Zelboraf]
RXNORM:11473,pamidronate,11473,,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",pamidronate disodium 90 MG Injection
RXNORM:1147320,brentuximab vedotin,1147320,Monoclonal antibodies,"ANTINEOPLASTIC,OTHER",brentuximab vedotin 50 MG Injection [Adcetris]
RXNORM:1148138,icatibant,1148138,Drugs used in hereditary angioedema,"IMMUNOLOGICAL AGENTS,OTHER",3 ML icatibant 10 MG/ML Prefilled Syringe [Firazyr]
RXNORM:1148495,crizotinib,1148495,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",crizotinib 250 MG Oral Capsule [Xalkori]
RXNORM:114970,zafirlukast,114970,Leukotriene receptor antagonists,"ANTIASTHMA,OTHER",zafirlukast 10 MG Oral Tablet
RXNORM:114979,rabeprazole,114979,Proton pump inhibitors,"GASTRIC MEDICATIONS,OTHER",rabeprazole sodium 10 MG Delayed Release Oral Tablet
RXNORM:11516,doxercalciferol,11516,Other anti-parathyroid agents,"VITAMIN D,OTHER",doxercalciferol 0.001 MG Oral Capsule [Hectorol]
RXNORM:115238,becaplermin,115238,Other agents for local oral treatment|Other cicatrizants,"DERMATOLOGICALS,TOPICAL OTHER",becaplermin 0.0001 MG/MG Topical Gel
RXNORM:115264,ibandronate,115264,,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",3 ML ibandronic acid 1 MG/ML Injection
RXNORM:1156,asparaginase,1156,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",asparaginase 5000 UNT/ML Injectable Solution
RXNORM:115698,ziprasidone,115698,Indole derivatives,"ANTIPSYCHOTICS,OTHER",ziprasidone 20 MG Injection [Geodon]
RXNORM:11645,deferiprone,11645,Iron chelating agents,HEAVY METAL ANTAGONISTS,deferiprone 500 MG Oral Tablet
RXNORM:117055,alemtuzumab,117055,Selective immunosuppressants,"ANTINEOPLASTIC,OTHER",1 ML alemtuzumab 30 MG/ML Injection [Campath]
RXNORM:117466,tenofovir,117466,,,
RXNORM:118886,verteporfin,118886,Antineovascularisation agents,"OPHTHALMICS,OTHER",verteporfin 15 MG Injection [Visudyne]
RXNORM:1191,aspirin,1191,Salicylic acid and derivatives|Other agents for local oral treatment|Platelet aggregation inhibitors excl. heparin,PLATELET AGGREGATION INHIBITORS|NON-OPIOID ANALGESICS|ANTIHISTAMINE/DECONGESTANT/EXPECTORANT|SKELETAL MUSCLE RELAXANTS|SODIUM BICARBONATE CONTAINING ANTACIDS|ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE/ANALGESIC|OPIOID ANALGESICS,aspirin 856 MG / caffeine 60 MG / orphenadrine citrate 50 MG Oral Tablet
RXNORM:1193326,ruxolitinib,1193326,Protein kinase inhibitors,"IMMUNOLOGICAL AGENTS,OTHER",ruxolitinib 25 MG Oral Tablet [Jakafi]
RXNORM:119565,tolterodine,119565,Drugs for urinary frequency and incontinence,"ANTISPASMODICS,URINARY",tolterodine tartrate 2 MG Oral Tablet [Detrol]
RXNORM:119771,doripenem,119771,Carbapenems,"BETA-LACTAMS ANTIMICROBIALS,OTHER",doripenem 500 MG Injection
RXNORM:1202,atenolol,1202,"Beta blocking agents, selective",ANTIHYPERTENSIVE COMBINATIONS|BETA BLOCKERS/RELATED,atenolol 50 MG / chlorthalidone 25 MG Oral Tablet [Tenoretic]
RXNORM:121191,rituximab,121191,Monoclonal antibodies,"ANTINEOPLASTIC,OTHER",50 ML rituximab-pvvr 10 MG/ML Injection [Ruxience]
RXNORM:121243,voriconazole,121243,Triazole derivatives,ANTIFUNGALS,voriconazole 40 MG/ML Oral Suspension [Vfend]
RXNORM:1218,atracurium,1218,Other quaternary ammonium compounds,NEUROMUSCULAR BLOCKING AGENTS,atracurium besylate 10 MG/ML Injectable Solution
RXNORM:1223,atropine,1223,"Anticholinergics|Belladonna alkaloids, tertiary amines","ANTIDIARRHEAL AGENTS|ANTIDOTES/DETERRENTS,OTHER|PARASYMPATHOMIMETICS (CHOLINERGICS)|MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC|PARASYMPATHOLYTICS",2.7 ML atropine 0.778 MG/ML / pralidoxime chloride 222 MG/ML Auto-Injector [Duodote]
RXNORM:1227,auranofin,1227,Gold preparations,"GOLD COMPOUNDS,ANTIRHEUMATIC",auranofin 3 MG Oral Capsule [Ridaura]
RXNORM:1232150,aflibercept,1232150,Antineovascularisation agents|Other antineoplastic agents,"ANTINEOPLASTIC,OTHER|OPHTHALMICS,OTHER",4 ML ziv-aflibercept 25 MG/ML Injection [Zaltrap]
RXNORM:1235143,azilsartan/chlorthalidone,1235143,,ANTIHYPERTENSIVE COMBINATIONS,azilsartan medoxomil 40 MG / chlorthalidone 25 MG Oral Tablet [Edarbyclor]
RXNORM:1242127,glucarpidase,1242127,Detoxifying agents for antineoplastic treatment,"ANTIDOTES/DETERRENTS,OTHER",glucarpidase 1000 UNT Injection [Voraxaze]
RXNORM:1242987,vismodegib,1242987,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",vismodegib 150 MG Oral Capsule [Erivedge]
RXNORM:1242999,axitinib,1242999,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",axitinib 5 MG Oral Tablet [Inlyta]
RXNORM:1243019,linagliptin/metformin,1243019,Combinations of oral blood glucose lowering drugs,"ORAL HYPOGLYCEMIC AGENTS,ORAL",24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]
RXNORM:1243041,ivacaftor,1243041,Other respiratory system products,"RESPIRATORY AGENTS,OTHER",{56 (elexacaftor 100 MG / ivacaftor 75 MG / tezacaftor 50 MG Oral Tablet) / 28 (ivacaftor 150 MG Oral Tablet) } Pack
RXNORM:1244607,tafluprost,1244607,Prostaglandin analogues,ANTIGLAUCOMA MEDICATIONS,tafluprost 0.015 MG/ML Ophthalmic Solution [Zioptan]
RXNORM:1248798,peginesatide,1248798,Other antianemic preparations,,
RXNORM:1249116,calamine/menthol/petrolatum/zinc oxide,1249116,,"DERMATOLOGICALS,TOPICAL OTHER",calamine 0.035 MG/MG / menthol 0.002 MG/MG / petrolatum 0.69 MG/MG / zinc oxide 0.165 MG/MG Paste [Calazime Skin Protectant]
RXNORM:1251,azacitidine,1251,Pyrimidine analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",azacitidine 100 MG Injection [Vidaza]
RXNORM:1256,azathioprine,1256,Other immunosuppressants,IMMUNE SUPPRESSANTS,azathioprine 100 MG Oral Tablet [Azasan]
RXNORM:12574,gemcitabine,12574,Pyrimidine analogues,"ANTINEOPLASTIC,OTHER",220 ML gemcitabine 10 MG/ML Injection [Infugem]
RXNORM:125929,bilberry,125929,,,
RXNORM:125933,cranberry,125933,,,
RXNORM:1272,aztreonam,1272,Monobactams,"RESPIRATORY AGENTS,OTHER",aztreonam 75 MG/ML Inhalation Solution [Cayston]
RXNORM:1291,bacitracin,1291,Other antibiotics for topical use|Antibiotics|Other antibacterials,"ANTIBACTERIALS,TOPICAL OPHTHALMIC|ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER|ANTI-INFECTIVE,TOPICAL,OTHER|ANTI-INFECTIVES,OTHER|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL|ANTIBACTERIAL,TOPICAL",bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Topical Ointment [Cortisporin Ointment]
RXNORM:1291301,avanafil,1291301,Drugs used in erectile dysfunction,"GENITO-URINARY AGENTS,OTHER",avanafil 50 MG Oral Tablet [Stendra]
RXNORM:1291609,taliglucerase alfa,1291609,Enzymes,"BLOOD PRODUCTS,OTHER",taliglucerase alfa 200 UNT Injection [Elelyso]
RXNORM:1291859,azelastine/fluticasone,1291859,,"ANTIHISTAMINES,NASAL",azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Dymista]
RXNORM:1292,baclofen,1292,Other centrally acting agents,SKELETAL MUSCLE RELAXANTS,1 ML baclofen 0.05 MG/ML Injection [Lioresal]
RXNORM:1298944,pertuzumab,1298944,Monoclonal antibodies,"ANTINEOPLASTIC,OTHER",10 ML hyaluronidase-zzxf 2000 UNT/ML / pertuzumab-zzxf 60 MG/ML / trastuzumab-zzxf 60 MG/ML Injection [Phesgo]
RXNORM:1300488,"factor ix,recombinant",1300488,,BLOOD DERIVATIVES,nonacog alfa 1 UNT Injection [Ixinity]
RXNORM:1300701,lorcaserin,1300701,Centrally acting antiobesity products,,
RXNORM:1300786,mirabegron,1300786,Drugs for urinary frequency and incontinence,"ANTISPASMODICS,URINARY",24 HR mirabegron 50 MG Extended Release Oral Tablet [Myrbetriq]
RXNORM:1302826,phentermine/topiramate,1302826,,CENTRALLY-ACTING APPETITE SUPPRESSANTS,24 HR phentermine 11.25 MG / topiramate 69 MG Extended Release Oral Capsule [Qsymia]
RXNORM:1302966,carfilzomib,1302966,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",carfilzomib 10 MG Injection [Kyprolis]
RXNORM:1303098,aclidinium,1303098,,"BRONCHODILATORS,ANTICHOLINERGIC|ANTIASTHMA,OTHER",30 ACTUAT aclidinium bromide 0.4 MG/ACTUAT / formoterol fumarate 0.012 MG/ACTUAT Dry Powder Inhaler [Duaklir]
RXNORM:1304093,citric acid/magnesium oxide/sodium picosulfate,1304093,,HYPEROSMOTIC LAXATIVES,citric acid 75 MG/ML / magnesium oxide 21.9 MG/ML / picosulfate sodium 0.0625 MG/ML Oral Solution
RXNORM:1304974,icosapent ethyl,1304974,,ANTILIPEMIC AGENTS,icosapent ethyl 500 MG Oral Capsule [Vascepa]
RXNORM:1306284,cobicistat,1306284,Other therapeutic products,ANTIVIRALS,cobicistat 150 MG / darunavir 800 MG / emtricitabine 200 MG / tenofovir alafenamide 10 MG Oral Tablet [Symtuza]
RXNORM:1307269,japanese encephalitis virus vaccine,1307269,,,
RXNORM:1307298,enzalutamide,1307298,Anti-androgens,"ANTINEOPLASTIC,OTHER",enzalutamide 40 MG Oral Capsule [Xtandi]
RXNORM:1307404,linaclotide,1307404,Other drugs for constipation,"GASTRIC MEDICATIONS,OTHER",linaclotide 0.072 MG Oral Capsule [Linzess]
RXNORM:1307619,bosutinib,1307619,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",bosutinib 400 MG Oral Tablet [Bosulif]
RXNORM:1307767,lavender,1307767,,,
RXNORM:1309210,garlic oil,1309210,,,
RXNORM:1309243,cottonseed oil,1309243,,PHARMACEUTICAL AIDS/REAGENTS,cottonseed oil
RXNORM:1309250,olive oil,1309250,,PHARMACEUTICAL AIDS/REAGENTS|LIPID SUPPLEMENTS,100 ML olive oil 160 MG/ML / soybean oil 40 MG/ML Injection [Clinolipid]
RXNORM:1309389,emu,1309389,,,
RXNORM:1310520,teriflunomide,1310520,Selective immunosuppressants,"MUSCULOSKELETAL AGENTS,OTHER",teriflunomide 7 MG Oral Tablet [Aubagio]
RXNORM:1310635,osteo bi-flex,1310635,,HERBS/ALTERNATIVE THERAPIES,chondroitin sulfates / glucosamine Pill
RXNORM:1311070,lanthanum,1311070,,,
RXNORM:1311095,papillomavirus human,1311095,,,
RXNORM:1311287,calcitonin,1311287,,,
RXNORM:1312397,regorafenib,1312397,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",regorafenib 40 MG Oral Tablet [Stivarga]
RXNORM:1316105,human herpesvirus 1,1316105,,"ANTINEOPLASTIC,OTHER",1 ML talimogene laherparepvec 100000000 UNT/ML Injection [Imlygic]
RXNORM:1331,barium sulfate,1331,,,
RXNORM:1344,bacillus calmette-guerin vaccine,1344,,,
RXNORM:134404,urofollitropin,134404,Gonadotropins,,
RXNORM:134413,pentosan polysulfate sodium,134413,Other urologicals|Heparins or heparinoids for topical use,,
RXNORM:134527,nelfinavir,134527,Protease inhibitors,ANTIVIRALS,nelfinavir 625 MG Oral Tablet [Viracept]
RXNORM:134547,bendamustine,134547,Nitrogen mustard analogues,"ANTINEOPLASTICS,ALKYLATING AGENTS",bendamustine hydrochloride 25 MG/ML Injectable Solution [Belrapzo]
RXNORM:134615,brimonidine,134615,Sympathomimetics in glaucoma therapy|Other dermatologicals,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC|ANTIGLAUCOMA,OTHER|DERMATOLOGICALS,TOPICAL OTHER",brimonidine tartrate 2 MG/ML / timolol 5 MG/ML Ophthalmic Solution [Combigan]
RXNORM:1347,beclomethasone,1347,"Corticosteroids|Corticosteroids acting locally|Glucocorticoids|Corticosteroids, potent (group III)","ANTI-INFLAMMATORIES,NASAL|ANTI-INFLAMMATORIES,INHALATION",120 ACTUAT beclomethasone dipropionate 0.084 MG/ACTUAT Metered Dose Inhaler
RXNORM:134748,rasagiline,134748,Monoamine oxidase B inhibitors,ANTIPARKINSON AGENTS,rasagiline 0.5 MG Oral Tablet [Azilect]
RXNORM:1348,beclomethasone dipropionate,1348,,"ANTI-INFLAMMATORIES,NASAL|ANTI-INFLAMMATORIES,INHALATION",120 ACTUAT beclomethasone dipropionate 0.084 MG/ACTUAT Metered Dose Inhaler
RXNORM:135098,dalfopristin/quinupristin,135098,Streptogramins,"ANTI-INFECTIVES,OTHER",dalfopristin 350 MG / quinupristin 150 MG Injection [Synercid]
RXNORM:135391,olopatadine,135391,"Antiallergic agents, excl. corticosteroids|Other antiallergics","OPHTHALMICS,OTHER|ANTIHISTAMINES,NASAL",olopatadine 1 MG/ML Ophthalmic Solution [Pataday]
RXNORM:135447,donepezil,135447,Anticholinesterases,"CNS MEDICATIONS,OTHER",donepezil hydrochloride 5 MG Oral Tablet [Aricept]
RXNORM:1356552,perampanel,1356552,Other antiepileptics,ANTICONVULSANTS,perampanel 0.5 MG/ML Oral Suspension [FYCOMPA]
RXNORM:1357536,tofacitinib,1357536,Selective immunosuppressants,"IMMUNOLOGICAL AGENTS,OTHER",24 HR tofacitinib 22 MG Extended Release Oral Tablet [Xeljanz]
RXNORM:135775,zolmitriptan,135775,Selective serotonin (5HT1) agonists,ANTIMIGRAINE AGENTS,zolmitriptan 5 MG Disintegrating Oral Tablet [Zomig]
RXNORM:136198,darifenacin,136198,Drugs for urinary frequency and incontinence,"ANTISPASMODICS,URINARY",24 HR darifenacin 7.5 MG Extended Release Oral Tablet [Enablex]
RXNORM:1363268,cabozantinib,1363268,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",cabozantinib 60 MG Oral Tablet [Cabometyx]
RXNORM:1364105,pasireotide,1364105,Somatostatin and analogues,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",pasireotide 10 MG Injection [Signifor]
RXNORM:136411,sildenafil,136411,Drugs used in erectile dysfunction,"GENITO-URINARY AGENTS,OTHER|ANTIHYPERTENSIVES,OTHER",12.5 ML sildenafil 0.8 MG/ML Injection [Revatio]
RXNORM:1364347,ponatinib,1364347,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",ponatinib 30 MG Oral Tablet [Iclusig]
RXNORM:1364430,apixaban,1364430,Direct factor Xa inhibitors,ANTICOAGULANTS,{74 (apixaban 5 MG Oral Tablet) } Pack
RXNORM:1364449,crofelemer,1364449,Other antidiarrheals,ANTIDIARRHEAL AGENTS,crofelemer 125 MG Delayed Release Oral Tablet [Mytesi]
RXNORM:1364468,teduglutide,1364468,Various alimentary tract and metabolism products,"GASTRIC MEDICATIONS,OTHER",teduglutide 5 MG Injection [Gattex]
